Beta0,Beta1,Beta2,Beta3,Beta4,Beta5,Beta6
0.92208485,-2.280135334,2.647020481,-1.480608574,-0.187576314,0.397222467,-1.136666323
0.629594995,-0.690712113,0.735180719,-0.856119224,0.256791846,-0.994710669,1.17037121
0.432171406,-0.974537764,1.565531119,-0.77566712,0.316558118,-0.718236357,0.654246979
1.077711091,-0.103259051,-0.214495864,-1.324266552,-0.286924291,-0.942493908,0.718044999
0.542218281,0.801445878,0.829502125,-0.860477709,-0.099931709,0.547835186,-1.396148268
0.475235455,-1.803113933,2.585839147,-1.346708319,0.06841774,0.864967698,-1.611566119
0.313515364,-1.758544527,2.858279146,-0.804261136,0.304839753,-0.899515778,1.344607681
0.410893719,-0.764800719,1.053873111,-1.335021857,0.143070786,0.104038241,-0.042739286
0.482036534,-3.819810789,2.230582764,-1.224090052,-0.106547077,0.42880187,-0.633252098
0.055522648,-1.060226091,1.998453128,-0.943039364,0.109874054,1.840868297,-1.868901119
0.644213856,-0.874872898,1.542565268,-1.812875759,-0.179552408,-0.44008117,1.040821962
0.772083532,-1.111283393,1.304842109,-1.273169372,-0.265116997,0.368855812,-0.774298228
0.639473688,-0.546059291,1.171186145,-1.396244877,-0.139395115,-1.128769757,2.001658934
0.342974732,-0.508548929,1.054914131,-1.175805175,0.080234934,0.853002454,-0.820903952
0.63516543,-2.213497467,2.395456595,-0.870254907,0.231095752,-0.989892137,1.189086454
0.42395365,-1.302337561,0.454424533,-1.313273171,-0.103767347,1.225644742,-1.296125402
0.446460871,-2.945913017,4.692495556,-1.11100925,0.472034848,-1.543771646,1.689260211
0.374684494,-0.53688192,1.65682154,-1.135168696,-0.026973122,1.68059139,-2.114830833
0.433641883,-1.843105209,2.462805691,-1.047507339,0.405692339,-1.010182876,1.550894398
0.742855235,-1.727960475,0.709466791,-1.786827424,-0.050651037,0.42545422,-0.239216355
0.184208164,-0.959854742,1.8430619,-0.872735766,0.765522411,-0.434660101,0.554027244
0.486879686,-1.122845702,0.876500581,-0.987298853,0.127648169,0.770603298,-1.040821511
0.394736459,-0.987916745,3.619777963,-0.995952657,0.0287469,0.431117564,-0.808800093
0.598889412,-3.3982509,1.138929603,-1.299134365,-0.035109558,0.306998844,-0.117324809
0.752543006,-1.526969933,3.918534733,-1.278330781,-0.788688587,-0.144802758,0.456585339
0.735197054,-1.728552468,3.086738938,-1.089061841,-0.451357331,0.028803808,-0.467514973
0.606188392,-0.788142617,1.990738393,-1.504606063,0.326062915,-0.678799525,0.781739926
0.157022127,-1.055656434,1.894698696,-0.462915556,0.137796755,1.252612454,-1.570459277
1.057146144,-1.728286104,1.850231829,-1.499910977,-0.239060049,-1.671969665,1.623932375
0.692089834,-1.421946175,1.95494271,-1.62884089,-0.489658043,1.341504849,-1.459708013
1.004942795,-1.26621333,1.172848507,-0.949816896,-0.382228737,-1.571933837,1.135700511
0.705004144,-0.724835743,0.24321843,-1.101825673,-0.027809022,0.057631119,-0.232938413
0.468454417,-1.997618944,1.644447074,-0.979159744,0.137104318,-0.185595125,0.291279309
0.442867387,-5.141741632,5.437078691,-1.075182614,0.287082905,0.192394648,-0.710855374
0.804121857,-1.458030745,1.603375404,-0.900870824,-0.310781553,-0.321000342,0.073149002
0.328579558,-1.300057326,2.201169849,-0.871331647,0.031501262,1.380208161,-1.863247188
0.366644517,-0.758371731,-0.204255994,-0.651210036,0.332886379,1.196744582,-1.756387646
0.519717431,-2.758038792,2.969502503,-1.918895204,0.215088848,0.854255139,-1.228682224
0.654021326,-1.763796688,2.358301896,-0.938483508,0.078972091,-2.133908314,2.475932322
0.55186527,-0.947264412,0.709470858,-0.984513193,0.250905791,-1.288964541,1.70694044
0.430613204,-1.782677638,2.831580931,-1.042141358,-0.187091663,0.788060108,-0.650440597
0.431898773,-1.140221142,1.697058669,-0.598572009,0.341247887,-1.184271433,1.327678083
0.60617787,-3.073889975,4.898049182,-1.15604196,-0.540260673,0.496207371,-0.845154429
0.241928446,-0.537892619,1.42639319,-0.778045408,-0.275518373,1.403721403,-1.152455449
0.466918656,-1.335295097,0.022339917,-0.737289008,0.106498977,-0.139857775,0.150742536
0.320721951,-2.138752292,3.064567504,-1.034589973,0.020981477,1.212330754,-1.64930492
0.697112171,-1.145683629,1.884247325,-1.229092021,-0.248919877,-0.679850729,0.933906032
0.705844416,-1.919516113,0.882942916,-0.842492403,-0.498419038,0.334978034,-0.526673052
0.682509325,-1.126614943,4.001016355,-1.042702629,0.012925437,-1.707531242,1.856920355
0.946202529,-1.646088049,1.616161643,-1.71287869,-0.074710024,-0.460907712,0.193678269
0.75086851,-1.034697029,1.301404959,-1.575730705,0.195799558,-0.39682007,0.320763315
0.532448274,-1.224371968,3.203989308,-1.14568793,-0.134653188,-0.510919453,0.790618532
0.58557957,-0.866119333,1.126249343,-1.275712645,0.141260617,-1.103037959,1.379354309
0.635817962,-1.20985291,0.98167091,-1.526125221,0.161534622,-0.396031569,0.583858208
0.615552501,-1.729235867,2.398985246,-1.140128426,0.081265868,0.212195764,-0.599698553
0.799209248,-1.874184017,2.458596817,-1.167267318,0.052890471,-1.621191549,1.950920506
0.767276123,-1.625059437,1.466488559,-1.322275992,0.142442201,-1.759840079,2.337456681
0.85437149,-2.191250856,2.414637491,-0.935393365,-0.215312032,-2.131968249,2.666772353
0.757672055,-0.635152566,0.727762181,-1.574998273,-0.113102181,-0.282572836,0.302905907
0.408736803,-2.089778433,0.936663137,-0.907110393,-0.062449877,1.680116776,-1.916292166
0.534913272,-0.647821545,1.088558007,-1.842680937,-0.063017873,0.127476579,0.593263855
0.834055842,-3.060316695,3.018075213,-1.223832871,-0.079874461,-0.69439489,0.407902927
0.681914451,-0.069374056,0.179024287,-1.874890102,-0.105580025,0.467870587,-0.521590013
0.671281093,-0.457682689,0.441968386,-1.723645714,-0.124685772,0.487939671,-0.460023553
0.623098409,-0.664560726,2.876102461,-0.859503221,-0.205521025,0.221272366,-0.506020229
0.708278303,-3.745775972,3.108474102,-1.053077154,-0.191990742,-1.193858042,1.665871229
1.038446028,-1.741215296,1.764671959,-1.821481773,-0.449293169,-0.61814695,0.62087832
0.565132882,0.089469248,0.185414125,-1.069372464,0.060181391,-0.710242597,1.217859509
0.553030237,-3.198664307,1.811256234,-0.80409438,0.062988453,-1.018677819,1.79283166
0.80517144,-0.567631378,1.875701517,-1.312439565,-0.517556442,-0.621780329,1.110908659
0.520880562,-0.48151432,1.659060002,-0.774309524,0.082690044,-0.919572954,1.126597347
0.826599097,-3.534439175,2.261583284,-1.607135787,-0.105364215,-1.644497975,2.103889808
0.92930253,-1.75170111,2.450591013,-1.152819051,-0.185148265,-1.495061809,1.486157522
0.743487777,-2.826288517,2.867592925,-0.723333606,-0.182400727,-1.605728176,2.495962775
0.136292317,-1.866876266,2.866217596,-1.286011311,0.189501371,1.293553604,-1.629221588
0.796639606,-2.154212083,2.532956961,-1.51292298,-0.06350001,-0.496908306,0.497497839
0.243017441,-1.820709352,3.650036999,-1.630086529,0.402745608,2.03045643,-2.822664653
0.134793247,-1.136668285,2.785932962,-1.097346678,-0.109755883,2.723109228,-3.28243597
0.625529655,-1.347146909,1.995784821,-0.961685663,0.1743106,-0.736669602,0.545275831
1.060487006,-1.37913234,2.116777092,-1.287249462,-0.770804305,-1.412857295,1.612194672
0.781214512,-1.18180931,1.613685595,-0.335619238,-0.353966821,-0.739840894,0.37732125
0.471005831,-3.214363865,4.232089441,-1.122804951,-0.145544337,0.403317827,-0.118730783
0.425368474,-0.542359502,2.222045672,-1.754071858,0.016557751,1.423253267,-1.874074165
0.779419436,-0.077386011,0.587292137,-2.029189395,-0.223097984,-0.294328883,0.450712171
0.93710122,-2.039584437,1.258353574,-1.703118802,-0.293107567,0.099394027,-0.098954081
0.635656894,-2.04537395,-0.112722162,-0.422857551,-0.224581849,0.315076291,-0.439604776
0.429625504,-1.709997434,1.973386158,-1.432704056,0.324938324,0.771915622,-0.640177173
0.596058567,-0.455297761,0.221258303,-1.061134589,0.014710236,0.263046988,-0.381016046
0.163719376,-1.4153764,3.29945143,-1.437605224,0.322893081,0.112552163,0.403535832
0.468697627,-0.753723009,1.804833496,-1.395708001,0.487609799,-1.224895482,1.610260304
0.591048807,-1.561608474,1.909271329,-1.364893114,0.034572286,-0.013475803,-0.093543229
1.06375517,-0.92978551,2.232733341,-1.608688771,-0.116263236,-2.48220013,2.53157347
0.642310234,-1.090976089,1.739303972,-1.411594638,-0.027889249,-0.833281205,1.160953494
0.546016072,-1.326576856,3.641807,-1.786930027,-0.098031436,-0.376193537,0.745350073
0.544905086,-1.80189858,3.599981421,-0.36516381,-0.109125105,-0.745868728,0.263637748
0.550249908,0.361750347,0.245047102,-1.219236615,0.301501143,-0.664172439,1.081656727
0.763820142,-0.773367192,1.133598966,-1.310794676,-0.249020026,-0.241821843,0.424006577
0.407145541,-0.884867475,1.183172014,-0.803407261,-0.038079079,0.882197998,-1.111619619
0.240296807,-1.87909063,1.97943551,-1.046766201,0.230569646,1.864402405,-2.512218581
0.579133707,-1.456613352,0.723013039,-1.465142264,-0.159591328,0.269066312,-0.220630383
0.25302217,-1.527681527,3.969678787,-0.746716473,0.090887954,0.703277877,-1.147716754
0.4817525,-0.523060357,1.822002034,-1.413959773,0.122906996,0.210830926,0.008923884
0.59635422,0.055493002,1.863120036,-0.735276199,-0.650044863,0.537430676,-0.562329465
0.441779847,-3.826646621,5.192457461,-1.074175411,0.082371063,-0.36306686,0.594311799
0.889595539,-0.765921131,0.396424453,-1.096822173,-0.066524821,-1.637626523,1.796850739
1.038971682,-1.472305534,0.646184045,-1.641441393,-0.179250622,-1.901473239,2.499705279
0.518531405,-1.839791834,1.872165619,-1.416504387,-0.045742838,0.771286019,-0.885297289
0.624311245,-3.295372223,3.136503699,-1.730816087,0.12224614,-0.291081796,-0.047989795
0.576583378,-1.338986781,-0.570051204,-1.18736667,0.119722022,0.575584473,-0.656247723
0.617740547,-1.31894567,1.927711472,-1.192629893,-0.018247245,-1.036232472,1.550637677
0.16524924,-2.360562679,3.338857304,-1.417383568,0.286036006,1.646233861,-2.018087292
0.295989441,-0.890252961,1.708121154,-1.131249079,0.053792188,0.79721768,-0.699882459
0.308175568,-3.261452401,4.28489043,-0.372551095,-0.186322785,-0.485501272,0.771531653
0.750807737,-1.307649936,1.91260161,-1.349168553,-0.563159174,1.176528966,-1.439726697
-0.160869429,-2.050371695,4.052951317,-1.306444329,0.553874978,3.51923363,-4.500910769
0.757501537,-2.589924171,2.648476425,-1.770104143,-0.007995572,-0.573450765,0.340453273
0.34367695,0.134319754,-0.218375397,-1.892242789,0.075006472,1.673310024,-1.594307736
0.850511539,-2.014261391,-0.234544004,-1.335179384,-0.183760963,-0.284170505,0.410779697
0.833658181,-1.772112233,2.166050241,-1.440912081,-0.037728348,-0.58895965,0.436862774
0.619070097,-1.393277521,0.915507257,-1.637802846,0.379186537,-0.276942715,0.112506932
0.426831237,-1.128740408,1.562417061,-1.297616181,0.172748115,1.266227743,-1.922799226
0.911006446,-1.285756828,2.27993838,-1.484706569,0.046464869,-1.719731283,1.526057198
0.77562095,-1.944179095,1.084523093,-1.234576694,-0.096061367,0.320167585,-0.428190395
0.845458383,-1.209623859,0.733815009,-0.802575389,-0.118867443,-1.047862847,1.319982884
0.446216828,-2.267799206,2.886846656,-1.708469507,-0.14900507,0.893361802,-0.326976072
0.82355624,-2.216932985,1.040581402,-1.149840306,-0.019922226,-0.315582564,0.014440805
0.651816382,-0.829385184,0.955721346,-1.632326838,-0.157279109,0.096718704,0.140045272
0.080208839,-1.584588575,3.334640122,-0.604614897,0.44153667,0.775465854,-1.258963309
0.263855762,-3.100014657,3.711589604,-1.059153264,0.009864792,1.360283561,-0.92943592
1.00502789,-0.069088279,0.279432248,-0.987815608,-0.50068096,-0.445091591,0.223538998
0.819238912,-0.604066925,0.005956227,-0.69887011,0.150319093,-1.203803939,0.890889798
0.597543971,-1.521145146,2.19962905,-1.465742295,-0.160731261,0.541158113,-0.768289181
0.946239124,-0.548849016,0.84280064,-1.516177969,-0.080881923,-1.414538377,1.595465987
0.623245878,-2.552302795,3.212496506,-0.741113047,-0.22168441,-0.728901655,0.570655998
0.816578185,-1.028307613,1.667831765,-0.937014491,0.019012458,-1.477153123,1.457992037
0.429221292,-1.377329082,1.182672432,-0.708038712,0.21324676,0.559865758,-0.558404809
0.796882261,-2.7179545,3.312823016,-1.194853188,-0.015097812,-1.960147989,2.45070451
0.76303106,-0.783891887,1.666649299,-1.196971768,3.16E-05,-0.254813439,0.27108145
0.342792649,-1.31731809,1.771058891,-2.20824299,0.030395203,2.840978616,-3.012372125
0.549536715,-2.222921451,3.380923915,-1.494258438,-0.072586196,-0.301517198,0.741588671
0.558111068,-3.775854667,4.38869772,-0.603850242,-0.204442234,-0.642950708,0.747540339
0.455776747,-0.130994026,1.239692909,-1.312850986,0.032813282,0.477014658,-0.546077091
0.66460663,-1.336123965,-0.39049567,-0.823305541,-0.460248143,0.637759422,-0.6838196
0.685749069,-0.214809609,1.340093597,-1.407235437,-0.017757606,-0.438340727,0.386581378
0.33878141,-1.832662965,1.933368621,-1.252684464,0.25878236,0.935491869,-1.248359286
0.321833637,-1.158489269,2.101596856,-0.819893236,-0.003093348,-1.115103211,2.339110956
0.233160797,-1.925528425,3.382266429,-0.91264815,-0.09410051,0.452848874,0.242893343
0.749364296,-0.486428853,1.390030274,-1.368642779,-0.135386002,-0.431646164,0.10250078
0.895394966,-2.306006455,2.179030576,-1.171850525,-0.102144981,-2.181454619,3.115071784
0.571551816,-1.299808359,1.704740955,-0.665843486,-0.01024999,-0.700968692,0.82071917
0.735534897,-2.585829604,2.647865168,-1.133552786,-0.250337315,0.669841808,-1.23387954
0.273172852,0.32563408,0.966821445,-1.235126146,0.353535293,0.755235993,-0.763191009
1.028952072,-0.269037428,1.070062907,-2.128150725,-0.434878915,-0.257985767,0.473179234
0.881003449,-2.121163788,1.280944241,-0.603444126,0.06874195,-1.568869791,1.754670884
0.598804181,-0.940467018,3.576739148,-0.779455696,-0.053882194,-1.011626871,0.898658611
0.238721651,-1.725714362,3.024145633,-0.679165552,0.401175451,0.481016343,-0.630292071
0.687794593,-1.880857634,1.581052828,-1.119016984,0.081320197,0.097936401,-0.666274418
0.533608477,-2.051493762,1.699216057,-1.533239216,0.031696795,0.744419545,-0.892017973
0.41118245,-0.95148532,0.393379308,-0.727873688,-0.112469766,0.140246437,-0.13957136
0.567783101,-1.280980726,1.99222031,-0.934278899,-0.139887037,-0.067789107,0.342985687
0.867844592,-1.923618061,2.015681987,-1.416114098,-0.365029223,-0.71976786,1.199339453
0.530389542,-1.339718626,0.818387394,-1.12008116,0.250802095,-0.282591701,0.230609932
1.046451641,-1.387440571,1.157662464,-1.25595207,-0.029587036,-1.693388787,1.775565097
0.764092292,-0.974515539,0.89597082,-1.123760445,-0.033837632,0.555622014,-1.214057588
0.795440583,-1.784199899,2.263462583,-1.15655667,-0.471843507,-0.558413529,0.623758249
0.712872141,-3.071282054,2.699307465,-0.996390546,0.004089815,-1.930126253,2.546349711
0.419749808,-1.555555262,5.112987519,-0.978895124,-0.307663758,0.118009986,0.432415825
0.627115596,-1.81769764,0.867472096,-1.558992432,-0.255673851,1.287328774,-1.561369832
0.493206643,-1.419990409,1.684977236,-1.078101751,-0.104077989,0.829832535,-1.210295386
0.788197379,-1.828863762,1.295604775,-1.723425524,0.123884314,-0.489114111,0.503947734
0.685144492,-0.651087572,0.24090334,-0.862719133,-0.017789826,-0.997472914,1.167159412
0.532989958,-0.929622781,1.769912316,-1.637512412,-0.040428094,0.699746678,-1.253623238
0.763293032,-2.033898726,1.328434566,-1.23790915,0.140990506,-0.462253278,0.354253421
0.342470602,-1.446680625,2.723921208,-1.22332352,-0.204485342,0.410121592,0.19227977
0.645181633,-0.622036253,0.528056624,-0.974973597,-0.117795195,0.200251043,-1.195374553
0.803457507,-0.857834656,1.036932316,-1.383696709,0.180542335,-1.839050072,1.804851727
0.699467567,-2.291253815,1.756293156,-2.0091896,-0.144309231,0.753279399,-0.418652454
0.362183229,-2.00897518,2.936080638,-0.844455923,0.558902887,-1.715527428,2.480592105
0.54374398,-0.348192245,1.567239346,-1.267003801,0.31593352,0.070937019,-0.564024438
0.39514386,-2.292316829,3.415093341,-1.24153737,0.001976362,-0.162899554,0.689496698
0.882986075,-1.436931576,3.148707731,-1.820050463,-0.979047411,0.516737854,-0.251734365
0.515500963,-1.50529782,2.028880803,-0.632148739,-0.063668794,-0.097623373,-0.140264767
0.365471328,-2.168667915,1.801785942,-0.840322305,0.301095628,0.596226702,-0.764092005
0.59873559,0.642592478,0.946846659,-1.47018399,0.130976545,-0.932586272,1.39994192
0.611453676,-1.920505827,1.681648078,-1.161223255,0.188597821,-0.504948366,0.745096095
0.735553753,-1.644879076,0.954199618,-1.250165046,-0.302343298,0.102253043,-0.301972762
0.534297689,-0.943295588,1.284570982,-1.502546661,0.145350049,0.125358991,-0.384458487
0.851968106,-1.826450404,0.70875324,-1.322531234,-0.254835572,-0.522347308,0.628801824
0.111657152,-2.463088532,1.004782684,-1.698734327,0.441092273,2.761948504,-3.274273733
0.21334393,-2.966112386,3.53320902,-0.673025582,0.106830955,1.016155,-1.004491007
0.684370916,-1.602522372,1.53835552,-1.144155715,0.015379016,-0.491889824,0.610216626
0.30272079,0.069947593,-0.227934041,-0.963259868,-0.068454126,0.674611588,0.028728772
0.631298291,-4.054989542,2.144838295,-1.249163378,0.238468933,-0.27160946,0.207849837
0.476238198,-1.292697612,1.619825097,-0.735683195,-0.143131162,0.584117017,-0.487472938
0.58279047,-1.440595542,1.572490088,-1.124594646,0.195146946,-0.126289376,-0.174603958
0.641329655,-1.796259112,1.071337293,-1.278005092,-0.011108548,0.7101145,-1.14887281
0.145236307,0.450011852,1.122129585,-1.378097839,0.587549355,0.746053528,-0.614916286
0.805064581,-1.701074031,1.013576056,-1.467294024,0.490574738,-2.409382922,3.222679413
0.318992339,-1.759063883,2.961196845,-0.652421279,0.449315272,-0.907648096,1.010377883
0.141091911,-1.997679727,1.391323009,-1.577104571,0.359459312,0.927528888,-0.288509446
0.975792885,-1.556600098,0.441746931,-1.296581965,0.075830231,-0.967563421,0.76353038
0.94740431,-1.624625139,0.305726698,-1.10733944,-0.289309614,-0.258326478,0.660446731
0.544689313,-1.567742598,1.895721179,-0.907627243,0.178531008,0.23238857,-0.829864141
0.827405906,-2.108051201,3.765978921,-1.584384087,-0.502064034,0.362481749,-0.623694788
0.800291516,-1.608033793,1.63377851,-1.014604438,-0.178772634,-0.48062348,0.004719956
0.453918532,0.641583587,0.940698492,-1.624627976,0.113730767,1.123730799,-1.571530142
0.380369742,-2.172560018,3.090741351,-0.772813758,-0.130967535,0.150029222,0.059342747
0.774418228,-1.741737451,3.315388733,-2.111352266,0.467757957,-1.539290798,1.530424102
0.609435789,-1.262170691,2.655490275,-1.612520255,0.032072246,0.003274144,-0.104885455
-0.362135195,-2.647760267,2.625971323,-0.722669135,0.484181639,3.845612699,-4.477233232
0.489577848,-2.970199314,3.899595786,-0.836168697,-0.210923471,-0.323258554,0.525570261
0.41120965,-2.416611975,1.95358169,-1.482425086,0.520152212,0.327604073,-0.641560174
0.512089453,-1.15073027,1.293846376,-0.564654118,-0.255580889,-0.105818066,0.492235013
0.527807568,-1.809546253,2.46278606,-0.988169343,0.364982565,-1.124752043,0.961360852
0.845959073,-2.64312102,2.628402281,-1.13646505,-0.462482854,0.473484479,-0.980482488
0.996017813,-1.740681038,0.076168375,-1.511810046,-0.078954214,-0.578098216,0.156668592
0.637325154,-3.517540694,4.139770124,-1.58420414,-0.04622504,0.305023602,-0.808199314
0.612854239,-1.677125273,2.0432324,-1.50497992,0.414564742,-0.58558851,0.80975238
1.165626018,-1.313343473,0.286248251,-1.440193511,-0.407400451,-0.308044574,-0.496038792
0.361291578,-3.057079907,1.839443305,-1.303235974,-0.193788361,2.818925653,-3.191693577
0.616358737,-2.546465279,1.29648321,-1.556290991,-0.197427776,1.478145745,-1.906453983
0.192385678,-2.847447519,4.203332186,-1.029444883,0.176671575,1.444372862,-2.104904618
0.522570323,-1.087120553,2.106216146,-1.041474058,-0.204050205,-0.211933845,0.561419282
0.330846404,-2.554192986,2.606686644,-0.605104211,0.126632423,1.044447514,-1.839698272
0.824876609,-1.083064303,2.143967588,-1.094973311,0.340134735,-2.938148363,2.953390531
0.482555701,-0.543407654,1.637143468,-0.999477761,-0.104465195,0.681275775,-1.18157572
0.844892211,-2.977019784,1.898695192,-1.435019538,0.217330523,-0.899328082,0.515240677
1.122417424,-0.311296186,0.846498219,-1.072511449,-0.693097281,-2.453271,3.568612353
0.318100161,-0.40310314,1.465722957,-0.524524792,-0.045508299,0.310672955,-0.410072298
0.972811101,-1.463538237,2.570828023,-1.227747257,-0.154967539,-1.256728264,1.160952792
0.696830614,-2.402930043,1.933051937,-1.186779228,-0.042749263,-1.220502619,1.695360018
0.557897413,-1.465966989,1.068611865,-1.822754021,0.413993258,0.435516508,-0.576181503
0.784691098,-1.423737949,0.631640775,-1.482225361,0.430766,-2.370110863,2.654246323
0.796476835,-2.084209574,1.727363309,-1.175774068,-0.010527977,-0.52550044,0.179014962
0.305373787,-2.196243541,0.561435753,-0.58001603,0.06131084,1.738413535,-1.890693093
0.885974513,-0.833901025,1.177416789,-1.170601077,-0.01546982,-1.500437075,1.345524991
0.645653075,-1.542104224,1.68369413,-0.871977623,-0.114161872,-0.061995527,-0.423853979
0.010990193,-2.001318037,1.826284358,-1.282360338,0.104838256,2.067246404,-1.655658177
0.382982283,-1.017815302,4.184297889,-0.595483172,-0.180008183,-0.171031133,-0.067521999
0.911922528,-1.486884485,2.244150542,-0.84387341,0.064959369,-2.573397568,2.812119307
1.137444645,-1.267968443,1.200194932,-0.892665941,-0.590513209,-3.152402354,4.043672857
0.803648866,-0.838333353,1.678864653,-1.512485492,0.01196674,-3.617235131,5.134546557
0.661790072,-2.800313064,4.435973566,-1.052204701,-0.106144621,-1.465063384,1.084915974
0.065039913,-2.196493393,1.832277402,-0.69756287,0.235934191,1.809155496,-1.828340239
0.648563106,-1.874767818,2.964251514,-0.97036005,-0.295013343,-1.44765389,2.370172338
0.310131119,-3.797410575,3.719527321,-1.604338898,0.067084176,1.018056054,-1.060606663
0.807160111,-1.420938524,2.594710197,-1.338929019,-0.043315828,-1.800186586,1.935457835
0.383918732,-1.940486846,1.601352713,-0.418908489,0.46311338,-0.620652207,0.462370883
0.540271626,-0.628861823,0.673320411,-0.859737165,-0.131368078,0.237999074,-0.485434872
0.808528852,-2.049046055,3.214955106,-1.242078324,-0.065354208,-0.062845416,-0.495077206
1.474161869,-3.729840146,3.410453032,-0.999898741,-0.389752354,-3.85275064,3.753481247
1.176240328,-0.882112399,0.602324264,-1.170422045,-0.222566894,-1.714957661,1.624811809
0.595037361,-0.602487459,1.296082664,-0.922037509,0.281880256,-1.053845524,0.932500701
0.838315733,-2.812872226,0.393114476,-0.888276824,-0.268001564,-0.737502171,1.170812307
0.78061547,-1.544620457,1.510384238,-0.957983355,0.30901036,-2.322265812,2.519833617
0.697637238,-0.586105409,0.77467575,-2.087475078,-0.113809944,0.618847017,-0.928325573
0.850545181,-2.659558058,0.846200901,-1.036775875,-0.417885643,0.762375301,-1.302547
1.043159917,-1.646233426,-0.084603306,-1.676950995,-0.047255626,-2.011307473,2.813359509
0.60549142,-2.168222912,2.687875512,-1.30850394,0.234376822,-0.351524111,0.2225767
0.681741308,-3.826314912,2.987719526,-1.599985565,0.037268578,0.113053476,-0.183656111
0.336624848,-1.390282377,3.592489815,-1.514989354,0.399702945,0.500031591,-0.684229632
0.41629884,-2.336946529,3.34495043,-1.007630368,0.322287618,-1.013351034,1.324994776
0.583588546,-2.358695832,3.284855948,-1.061997084,-0.207696722,0.817377415,-1.458103272
0.463871367,-1.483606761,1.916666639,-0.646432918,-0.028758404,-0.492674207,1.125252767
0.290893034,-1.977293769,4.216794047,-1.02969216,0.333404308,0.607645398,-0.49289854
0.715155622,-1.290305864,0.610882327,-0.996083883,0.039360668,-0.89594246,0.938432436
1.038550682,-3.622910697,1.58779181,-2.086236556,-0.014701927,-1.749486926,1.977332407
0.537442286,-1.017523448,1.510933087,-1.656864123,-0.28481514,1.773485585,-2.234806852
0.7919109,-1.967511171,1.189917261,-1.081072207,-0.142736158,0.096549866,-0.227612518
0.80552695,-1.844268638,0.896291093,-1.286676592,-0.176950879,0.230588372,-0.688994037
0.650228262,-2.700504481,3.078985021,-1.277323887,-0.164112149,-0.559875618,0.655670088
0.762572464,-1.246872063,0.892013044,-1.187349419,0.278444145,-0.855137122,0.588166236
0.873267921,-3.09728095,1.751564882,-2.001766091,0.031815477,-0.732060735,0.692498832
-0.113126039,-1.968470897,2.918692057,-1.224077119,0.601679314,2.060001044,-2.186294461
0.77539044,-0.991988938,2.675553825,-0.825568261,-0.032569939,-1.680086838,1.796124628
0.421180347,-2.248892025,2.039177967,-0.766221877,0.042576793,1.166160426,-1.939589006
0.502841678,-4.406394354,1.597216043,-0.86227473,-0.194206046,0.910309187,-0.859888835
0.675956112,-1.666009573,1.381252246,-1.904990594,0.092334719,0.773935701,-1.031389112
0.311563729,-0.907154217,2.318686381,-1.106290639,0.398910871,0.721069657,-0.677140265
0.707931246,-2.207750276,2.894373952,-1.483857379,-0.08481634,0.218238674,-0.539662171
0.52685397,-1.56127343,1.597738063,-1.30669738,0.424887486,1.087326006,-1.975548282
0.384120168,-2.369086592,1.961544366,-1.017500296,-0.381957095,1.842516875,-1.92147259
0.394256269,-0.556866488,2.331618098,-1.493745784,-0.742246357,2.540399905,-2.64475309
-0.012167532,-0.231816201,1.436302617,-0.573767226,0.413502204,1.352734307,-1.22591082
0.312156057,-1.458111028,1.590157814,-0.97858039,-0.048311847,1.64705613,-1.779451129
0.493901831,-1.114194611,2.616264084,-0.695702222,-0.105491676,-1.241052704,1.393778693
0.819978716,-0.908814777,1.528589506,-1.515198232,-0.238871559,-1.048640013,1.449389321
0.325980821,-0.766125307,0.765580902,-0.819811018,-0.210906847,0.744935013,-0.620947101
0.358744329,-1.376962349,1.745955076,-0.872579136,-0.03755305,-0.204164473,0.632727798
0.55062367,-1.3300327,1.807686943,-0.857729778,-0.457754319,0.946183931,-1.388993488
0.452679044,-1.894317031,1.914875793,-1.642184341,0.175252308,1.76892369,-2.281636691
1.011520865,-2.635685875,1.356115759,-1.716647571,-0.114883605,-0.284580697,-0.010646007
0.909188045,-2.407990619,2.520203591,-0.998854844,-0.640174778,-0.270043784,-0.317577441
0.569275965,-2.770004117,3.916606273,-1.860319424,0.187095509,0.569030203,-0.876087703
0.420096709,-1.322520314,2.737521456,-1.193001954,0.068755318,0.239220846,-0.395036769
0.430337998,-0.796163023,1.085825599,-0.64894679,0.075760154,-0.44357429,0.464215411
0.770828758,-1.971827299,1.347490831,-0.658878725,-0.434966345,-0.013336034,-0.690463245
0.578269527,-3.135269657,4.028859655,-1.512914307,0.19959312,-0.966376154,1.072714099
0.263373372,-1.844494837,3.076474992,-1.078768143,0.191163569,0.574703298,-0.658261332
0.446317811,-1.339082452,1.824416416,-1.214230621,0.33038679,1.204370152,-2.096231857
0.432880862,-0.584001437,1.400042457,-1.028680872,-0.095100276,0.572313214,-0.456461135
1.020413193,-1.625152721,1.7574587,-2.065865387,0.28210099,-1.587258919,1.496105326
0.676852039,-1.930502835,3.005342269,-0.930494261,-0.110968355,-0.397489188,0.141935613
0.750609182,-1.603640637,3.145597632,-1.574188473,0.016165994,-0.734361635,0.720029256
0.622148189,-2.154613698,2.821681691,-0.699321737,-0.166538188,-0.54924503,0.415939229
0.346667711,-0.844573274,2.50652131,-1.081769508,-0.550673415,1.58736779,-1.634454647
