Beta0,Beta1,Beta2,Beta3,Beta4,Beta5,Beta6
0.762375658,-1.26679457,0.889793316,-2.120654077,-0.193229766,0.762572772,-0.871908218
0.221593054,-2.303630491,2.350473239,-1.366290835,0.185451643,2.698923903,-3.1665027
0.321454016,-0.204782144,1.587360238,-0.886027669,0.177501635,0.433460006,-0.225646446
0.502063963,-0.843136301,2.903890417,-1.458608746,-0.297837852,1.536972901,-1.621150289
0.593338511,-1.074004266,0.622315301,-1.518651842,-0.261065292,0.77932004,-0.397545221
0.48617278,-2.002791121,0.381126907,-1.089075594,0.509278008,-0.648173408,0.899549432
0.973501904,-0.244097788,1.204123634,-0.998490899,-0.15143094,-2.843699634,3.086198634
0.395795496,-2.198153687,3.435290596,-1.342472264,0.051858663,-0.209879757,0.884117908
0.44729889,-2.403437679,3.122073078,-1.356321832,0.060902447,0.510223939,-0.630682416
0.486765643,-1.721675802,1.809780581,-1.543158529,-0.087864825,1.685926685,-2.072219853
0.420016361,-0.864684193,0.131196768,-1.45051079,0.366486578,1.227549519,-1.670930682
0.370799906,-1.500038606,1.62380456,-1.140613349,0.415649396,0.072493256,0.013006999
0.170078836,-2.021354333,3.001047823,-1.718974649,0.330984765,1.991358194,-2.272658641
0.250243598,-0.239179007,1.603822658,-0.583835639,0.229679727,-0.890782175,1.606369399
0.497038781,-2.520033292,2.406778745,-1.013024485,0.462138635,-0.522372801,0.103992521
0.942527668,-3.347545727,4.390413362,-1.535108821,-0.256888617,-0.640429607,0.276013921
0.405984896,-2.316829683,2.325273263,-1.447727283,0.236817636,0.652672874,-0.740684091
0.671763074,-1.598896281,1.208516617,-1.156498532,-0.041874436,0.762104543,-1.548150667
-0.034619629,-1.672637876,2.003979088,-0.603323972,-0.160610742,2.047469567,-1.400631585
0.48365792,-1.23003175,1.820037569,-1.332202426,-0.055512016,0.627446489,-0.268582224
1.103038878,-1.045883038,0.338579067,-1.332189527,-0.436118437,-1.239765192,1.075361715
1.06955947,-2.867666577,2.193197034,-1.207826621,-0.026232185,-1.768532872,1.733935839
0.806199748,0.887538196,1.227183042,-0.650853651,-0.101639381,-1.743984835,1.872610133
0.485564577,-0.248833999,0.52887021,-0.602593931,0.266295341,-0.439635801,0.570449614
0.892768163,0.10376016,0.672993682,-1.572111601,-0.175523202,-1.20270466,1.432302899
0.683485342,-0.32143898,0.866976418,-1.540704901,-0.200500533,0.443168599,-0.432819629
0.781037192,-1.52238818,2.208791444,-1.098227071,-0.138791205,-0.921534181,0.560136659
0.271490555,-1.120819486,2.886687916,-1.211245397,-0.181851518,1.57941808,-1.79807428
0.681685937,-0.647878591,1.214545585,-1.15977234,-0.126333716,-0.606723694,0.559057104
0.882811698,-0.829360347,1.906054799,-1.707658535,-0.226232739,0.230202437,-0.587943201
0.486681726,-2.487277521,2.16765014,-1.81168244,0.122393806,1.667504408,-1.772478118
0.792279116,-1.81153686,2.046380472,-1.408847237,0.150938359,-1.133186728,1.238327734
0.457899036,-1.321562702,0.755383706,-0.7987079,0.493630786,-0.7128188,0.986251607
0.430795304,-4.058895766,1.242485198,-1.275752404,0.615156937,-0.186491078,0.522399937
0.627122908,-1.707287792,1.358746556,-1.370788875,0.100869291,0.153130794,-0.218540959
0.675564251,-1.240654267,1.642150416,-1.424161927,-0.62092223,0.544214288,-0.19433929
0.776842914,-0.804657742,0.291069032,-1.638918936,-0.014393902,0.437134252,-0.676713334
0.834705692,-1.497522628,0.521911109,-1.242755354,-0.086753796,-0.954264781,1.219573768
0.824658057,-0.717763678,0.689712181,-1.244309376,-0.115439865,-1.254340449,2.088473797
1.009941047,-2.046163539,2.650034092,-2.104782768,-0.287179575,-1.999916294,3.263222119
0.391022826,-1.826662606,3.370574086,-0.680007153,-0.064094078,0.137952881,-0.295103242
0.890821895,-0.035404298,2.276759734,-0.725708557,-0.430960351,-1.133978985,0.774470244
0.798488039,-3.020485281,3.693076517,-1.367051133,-0.277523828,-1.608940463,2.267061154
0.583556949,-0.796347367,1.499595777,-1.274711449,-0.257358164,0.783984354,-1.24259055
0.704459992,-1.365113087,2.790455548,-1.512213539,-0.030155035,0.14366956,-0.386066722
0.53494594,-2.274746579,2.043935488,-1.398886825,0.16243534,0.581469231,-0.884654237
0.4068394,-1.684106409,2.615236196,-0.980897249,0.179712482,-0.90340671,1.43097917
0.419823779,-3.167275473,3.170195543,-1.298002983,-0.080989078,0.581795925,-0.837668851
0.79196423,-0.74059278,3.500122101,-1.226805266,-0.183049742,-1.014090694,0.849990336
0.335475475,-1.242255839,1.458491796,-1.071555369,-0.001719365,1.41415547,-1.52830725
0.786504536,-3.094254726,3.71937398,-1.678007683,0.044403995,-0.880109448,0.683937545
1.139083258,-1.760234574,0.299406409,-1.495525101,-0.35679704,-1.387307058,1.459757061
0.529587213,-2.562762901,2.056165122,-1.434072973,0.467164975,-0.71681608,0.561484914
1.022787116,-3.502581695,2.525475073,-1.767880334,-0.204108626,-1.761279517,2.099902896
0.52594507,0.019535075,0.847132507,-0.986784781,-0.051536845,-1.027082333,1.667347528
0.927656238,-1.917118779,1.60542642,-0.722214789,-0.194388233,-1.359181738,1.464238579
0.273579666,-1.582687666,2.794812356,-0.936060579,0.280739637,-1.080079173,1.526856355
0.546095929,0.20851261,0.024249273,-1.222920978,-0.266545104,0.115683238,0.465618924
0.688330665,-3.383405477,2.119098164,-0.872479178,-0.100313916,-0.104052967,-0.130209315
0.809587736,-1.236625199,1.388135612,-1.29574459,-0.078360457,-0.980834749,1.030961965
0.249997829,-2.110292124,0.632448731,-0.805073714,-0.02027595,2.303310551,-2.523663004
0.416543184,-2.205570853,3.283951898,-0.775120451,-0.159799396,0.260922251,-0.20341972
0.515024681,-2.160908224,2.591309468,-1.451681178,0.060942988,0.339686189,-0.188318808
0.842925435,-2.536919909,1.738172792,-1.069070214,-0.153742071,-1.660629355,2.880207272
0.483001909,-1.076127668,1.371923062,-1.032797263,0.029039669,-0.179169292,0.867518296
0.581990163,-2.480868928,2.81479391,-0.961422915,-0.084685781,0.611199849,-1.015014654
0.178767138,-0.919582609,0.47217664,-0.479096191,-0.060278953,1.060024452,-0.482328562
0.974529829,-1.648966836,1.958627012,-1.321061997,0.106739339,-1.487676153,0.944129371
0.105859137,-1.438493394,1.639483217,-1.473175007,0.439459322,1.570387084,-1.496135319
0.427075375,-1.336100162,0.847803118,-0.944999313,0.32063379,-0.605089985,0.965297227
0.135565501,-0.764072179,0.443777787,-0.89398414,0.631978919,1.308782979,-1.551294779
0.072519906,-1.004489545,2.177541235,-0.46846324,0.520850231,0.827745502,-0.806137898
0.369978775,-1.61051343,2.025029338,-0.850938474,0.194826826,0.613169739,-0.976461212
0.944142927,-1.055937508,0.89753201,-1.099239375,0.011410608,-2.857076953,3.326652439
0.806918871,-2.648483118,2.887467803,-1.192994105,-0.346775106,-0.392382258,0.199494869
0.433742849,-2.5606903,3.9088502,-1.643519121,0.248136461,1.121021131,-1.81286348
0.756924761,-0.55255937,0.073400122,-1.025539071,-0.031916296,0.893740349,-1.257208078
0.521562182,-1.445941236,0.337766527,-1.164183211,-0.27989872,1.337027636,-1.317482925
0.875810769,-1.458333202,0.824777045,-0.90818682,-0.479592913,-0.634527298,0.446641781
0.565633374,-2.203625832,1.503674215,-0.612005986,-0.09246249,-0.52462396,0.573521496
0.412651025,-2.853726486,3.314552532,-1.850063407,-0.167145038,2.515006288,-2.844166128
0.889956988,-0.611844796,0.71184526,-1.11471748,-0.05436902,-0.776384123,0.65515521
0.322929466,-2.067706843,4.206344065,-0.906554432,0.519873688,-0.93780929,0.835825475
0.761928252,-2.075907386,1.793427045,-1.521974322,-0.239693088,-0.264512733,0.106961658
0.625022591,-0.64598025,1.82929724,-1.443930173,0.213223318,-0.288531741,0.069300394
0.872583385,-1.635844889,0.8861737,-1.829279934,-0.084890671,-0.242487598,0.036792406
0.169682123,0.233136073,0.567319236,-0.740863333,0.515414412,0.210642594,0.430370194
0.823097869,-2.676349475,1.994988947,-1.658712999,-0.287873573,0.145112362,-0.258418012
0.63013272,-3.413363104,3.125608679,-1.786674827,-0.003046633,-0.065894111,0.079442171
0.598503376,-1.218712778,0.971312284,-0.889239852,0.166196393,-0.653322145,0.980726597
0.081888873,-0.9426495,2.797903423,-0.830411239,0.427980481,1.454189013,-1.676032681
0.719689844,-2.527280809,2.914492252,-0.794136552,-0.052962101,-1.002974226,1.207837455
0.775699367,-1.894496577,3.994462697,-1.561916157,-0.332188266,-0.382340608,0.38721638
0.670348278,-1.401660101,-1.546112746,-1.317829979,0.649969449,-0.56195564,0.697945678
0.678752405,-2.230965691,2.933686282,-1.531047272,0.093948837,0.541461588,-1.143227482
0.15408788,-2.035349152,2.338503606,-1.099211659,0.308156632,1.820430429,-2.102845257
0.806798917,-3.582257311,2.912299395,-1.304838279,-0.229750306,-0.28304222,-0.266323445
0.685001964,-1.750468849,2.343764922,-1.427751661,0.199726469,-0.975084217,0.776273301
0.847253224,-1.596415917,1.236177892,-1.5131482,-0.136008462,-1.040155557,0.864830122
0.857243873,-2.290078354,3.106556833,-1.880512344,-0.22090987,0.191004409,-0.80183943
0.57276774,-2.020424418,1.335156017,-0.183316088,-0.441173664,0.455987597,-0.633007988
0.795153503,-1.533649165,2.227521113,-1.919285629,0.110945259,-0.678700186,1.122067446
0.64704541,-1.729162965,0.378789299,-1.80265651,0.322970756,-0.179329573,0.427795768
0.752957922,-1.649610764,2.269011241,-1.254274413,-0.138945112,-0.938528473,0.681279537
0.800677997,-0.180460855,0.840831877,-1.382602489,-0.078917807,-0.760383929,0.476299758
0.616282169,-2.114441196,2.991418864,-0.997050948,0.337941,-1.218309999,0.917689308
0.521566284,-1.752696186,2.959921711,-1.362652456,-0.051529981,-0.379078023,0.393828305
0.045246177,-2.66108429,4.639617816,-0.997071038,0.311929575,0.684935479,-0.634115044
0.294492454,-3.826333787,3.428945665,-1.284087547,0.252960626,0.482024212,-0.349595622
0.476078721,-1.959225017,2.113961518,-0.794678301,0.313503748,-0.411758353,0.19795014
0.740667374,-1.2832144,3.880827067,-0.876506454,-0.254658488,-2.180051412,2.456619811
0.469694036,-1.550899142,2.890361129,-0.554857173,0.217720828,-0.169152613,-0.303063847
-0.099469961,-1.308435744,1.812327155,-1.043190939,0.489678559,2.208199891,-2.467624242
0.470627451,-1.38552003,0.970843237,-1.154840409,-0.014307613,-0.360560769,0.885798282
0.249360561,-1.58282216,2.245627271,-0.673756165,0.135584117,0.977122929,-1.249051572
0.153386203,-2.110605426,1.586784831,-0.465896083,0.200535757,1.752915702,-1.931214692
0.75908179,-2.672606169,3.935150386,-1.848026115,0.016578999,-0.490037371,0.129098891
0.774503353,-1.773178331,0.67051958,-1.383734252,0.044630108,-0.512085532,0.799921592
0.174567831,-3.096072594,3.544543753,-0.929980109,0.48871848,0.247906318,-0.175728799
0.511705997,-1.908476697,3.516313271,-1.279921891,0.137315109,-0.357619141,0.350392905
0.858989721,-2.148096139,1.700058437,-0.649822547,0.247709993,-2.719309265,3.212500434
0.545239138,-1.34377295,2.952485863,-1.282695476,-0.279900781,0.897463379,-0.715068429
0.865546992,-0.855884978,1.897480903,-1.860363661,-0.007868086,-1.84326575,2.011023354
0.926037681,-2.159535703,1.808982368,-1.993644056,0.236178528,-1.193422786,1.038927651
0.530374525,-1.894227087,3.337217062,-1.247000881,-0.202709641,-0.024266463,0.379743594
0.715026455,-2.51832194,1.157231543,-1.195059042,-0.44663618,1.412541315,-2.034908607
0.303687864,-0.968671189,1.228446476,-1.252152529,0.252651855,1.382459112,-1.615731843
0.674642382,-2.0536611,2.372905055,-0.782782487,-0.158485742,-0.595041127,0.287172335
0.333336234,-2.027286597,1.369758781,-1.451707015,0.194927871,1.330280317,-1.302414042
0.568859991,-1.032939884,2.342029451,-1.101819651,-0.017226364,-0.164702773,-0.078319197
0.922556399,-2.120606736,2.249110374,-1.10509869,-0.275768685,-1.817135858,2.019705322
0.77236269,0.148712844,0.799164319,-0.726744974,-0.019290114,-1.083595366,0.714113526
0.697019208,-1.935243241,2.163861567,-1.084345256,-0.271280937,0.382460568,-1.031039565
0.438735083,-0.209822151,2.224855835,-1.208186692,0.224066192,0.38362247,-1.215589909
0.707622954,-2.465710672,1.331993114,-0.899329327,0.298547122,-1.808930391,2.081115561
0.986469906,-1.275334115,0.594466304,-1.825883005,-0.23025935,0.110859814,-0.944286635
0.441698822,-2.626665842,1.376575404,-1.823288411,0.426911092,1.027871314,-1.186355068
0.389057686,-2.042432503,0.679372576,-1.442026767,-0.356935531,2.001708501,-1.757683441
0.771948542,-2.210737857,3.621267867,-1.598772965,-0.10840527,-0.825156839,1.155580243
0.538730342,-3.160442889,3.821228599,-1.74195556,0.469934362,0.108397873,-0.276827727
0.394167331,-0.848561038,0.254014818,-0.824178553,0.09719692,0.739908999,-0.72749002
0.688480536,-1.769706573,2.213012779,-1.353488165,-0.35671137,0.135418995,-0.039497984
0.379163864,-1.062117212,1.441748279,-1.390412054,-0.401434219,1.892238001,-1.863591457
0.569677817,-0.974411175,1.078781946,-0.899586612,-0.297143736,-0.375444414,1.007579838
0.482866112,-1.140886357,1.638342196,-1.153362389,-0.082345733,0.820507167,-1.111217075
0.396851382,-2.478371895,0.967372676,-0.925559115,-0.358803301,0.896082924,-0.587988213
0.457592198,-1.279786858,1.846489434,-0.458289232,-0.404107619,0.480855795,-0.584772157
0.445760524,-2.052237518,2.389230633,-1.542215702,0.259682111,-0.666316098,1.231198125
0.795292479,-1.848439222,1.643468907,-0.850274926,0.063000022,-1.792981656,1.858962872
0.438652245,-1.758200662,4.095628191,-1.244608064,0.301368225,-0.561032866,0.630475641
0.563757408,-0.511144661,-0.0782856,-1.411902461,-0.027223901,1.638632984,-2.118531348
0.532899777,-1.875143904,2.716680465,-1.284218773,0.026984515,-0.451874314,0.637288303
0.642458234,-0.325903048,-0.082778416,-0.367578297,-0.393196801,-0.682651914,0.977314045
0.632733,-1.000459416,1.043399012,-1.333180188,-0.175538853,0.121451909,-0.467914257
0.244274464,-1.084464419,1.65910817,-0.893797058,0.27690244,1.097765854,-0.95367915
0.264188816,-2.55478592,3.127236918,-0.792208619,0.060783403,0.366206107,-0.38549065
0.369214207,-0.790086588,0.080120686,-1.595869081,0.327396578,1.886128519,-2.0164317
0.344334462,-0.246414087,2.00329622,-1.404078119,-0.29757076,1.497918039,-1.554807919
0.493165979,-0.868572589,2.229069586,-1.190885937,-0.247572759,-0.459958038,1.052854043
0.131331702,-2.885502611,1.984698318,-1.21405567,0.181608296,1.543796718,-1.215932089
0.111965173,-1.111974943,1.773452458,-1.007078615,0.404261077,1.857888616,-2.135940212
1.002047059,-1.692393968,0.393916428,-1.59956029,0.01068455,-1.783281664,2.299114935
0.961534637,-1.795395445,0.592982556,-1.520714512,-0.478631872,0.052927928,-0.048690065
0.503722644,-0.759028797,3.410983345,-1.438285203,0.508486104,-1.298480005,1.621236602
0.430090176,-1.665208285,3.3136731,-0.567189977,-0.316763883,0.311413532,0.031406391
0.848213238,-2.18925537,0.879994589,-1.162919865,-0.322130245,-1.123202869,1.797915745
0.525759135,-1.930733784,4.504995758,-0.675575371,-0.39111819,-0.389354673,0.512522353
0.326104093,-0.234891977,0.080172959,-0.781801416,-0.002285047,0.898247017,-0.808105764
0.58779145,-1.221260614,1.771851325,-1.28822662,0.152859449,-0.936007538,1.300201395
0.615808097,-2.112560613,1.931236587,-1.599817157,0.068375811,0.410998047,-0.163110188
0.625188938,-1.280010979,1.116096115,-1.714282033,-0.21234764,0.25618468,-0.215894163
0.698466443,-1.870101705,1.392694624,-1.498893582,0.040780649,0.821070724,-1.403300544
0.735743796,-2.625919394,2.478618405,-1.865466214,0.440877526,-0.956403926,1.047640006
0.339499413,0.053831365,0.045838687,-1.195844388,-0.026980486,0.794443861,-0.528351422
0.698944448,-1.23536185,1.359040871,-1.044051271,-0.007491788,-1.076166442,1.196742048
0.540020603,-2.14449846,2.030088483,-0.937610622,-0.015640908,0.222822687,-0.331585928
0.53244709,-1.938820673,3.350121309,-1.455996586,0.245171925,-0.445402498,0.614299507
0.693752979,0.617654018,-0.130775874,-1.422869835,-0.612625829,1.62819742,-1.990321477
0.357605602,-1.262777901,0.648669312,-1.065447673,0.246692106,1.364495835,-1.58015915
0.394287531,-3.031132853,5.068354892,-1.62061853,0.293082353,0.551524223,-1.521467215
0.505964303,-1.422037466,1.935746114,-1.186969377,0.240483508,1.136441535,-2.040814589
0.751411407,-0.114695069,2.170620065,-1.177302629,-0.17465579,-0.668533389,0.670037612
0.837855164,-1.052504827,1.183659901,-1.100209882,-0.038125589,-0.710227867,0.761606581
0.542563688,-3.017379318,2.430400771,-1.161661306,-0.117150129,0.329029733,-0.48382202
0.746964357,-3.996642733,2.076402994,-1.107551758,-0.121881488,-0.082795455,0.037353909
0.524303709,-1.310417105,1.127034037,-0.700026931,0.184589416,-0.32948052,0.684618365
0.426309297,-0.591085611,2.378203056,-0.901266209,0.501840459,-1.867123302,2.624927315
1.001524383,-1.851897311,1.495792331,-1.379981961,-0.177969266,-2.212250568,2.702163318
0.597096901,0.108972114,0.519910113,-1.051736641,0.048990255,0.620085515,-0.930954333
0.815971913,-2.449078694,3.644929031,-1.84528537,-0.012441818,-1.742105402,2.266517435
0.489506069,-2.961597931,3.633755213,-1.234808063,0.017474281,-0.946819243,1.331960419
0.298619922,-0.33301228,0.749003211,-1.060312692,0.457677725,0.475010592,-0.521153815
0.774605756,-2.118721336,3.701013399,-1.485439262,-0.085932323,-0.517937976,0.430300947
1.344111969,-1.853502816,1.424241639,-1.911421494,-0.739042556,-2.043891727,2.755153447
0.853878645,-1.680307624,-0.100783167,-0.331195684,-0.149700729,-1.363067927,1.350876438
0.466766941,-0.913847878,3.080757633,-1.189749647,0.054801874,-0.444781171,0.807260228
0.407594628,-1.614621025,2.551562308,-0.417964391,0.091516612,-0.784959462,0.851553911
0.364807597,-1.617021728,2.362373634,-0.550511074,-0.194796553,0.953344494,-0.958703714
0.215489985,-2.428115455,2.462590421,-1.510306032,0.508233788,0.948292844,-0.795070434
0.398466418,-1.834482256,3.138599489,-1.120556537,0.323760545,0.307521371,-0.843995548
0.275334691,-1.868721563,2.045805122,-1.432633337,0.402452536,1.456610231,-2.025124166
0.576440196,-2.810625517,2.91422577,-1.519840331,-0.175332109,0.358571187,-0.078185762
0.665865588,-2.263171935,2.292940068,-1.298595827,-0.05750152,-0.798510065,0.960631971
0.876180567,-2.611476081,2.153748375,-1.410471184,0.261368369,-1.686367916,2.443881603
0.582987143,-2.775123824,3.141936969,-0.963380374,0.258295885,-0.224351656,-0.194633405
0.555515198,-0.940792056,1.064623225,-1.13024281,0.164294803,-0.56900065,0.802176056
0.74935577,-1.827756203,0.784204328,-1.545413487,0.181263596,-0.720082332,0.87637084
0.119697328,-2.288907699,2.713666068,-1.599595576,0.095833853,1.942505243,-1.625429207
0.585794339,0.624076025,0.206533053,-0.986934234,0.06567565,0.57115554,-1.332217968
0.514708585,-1.220278825,3.351407063,-1.275212859,-0.298003344,0.681806349,-0.753508279
0.862566872,-2.915910862,2.96145013,-1.61573639,-0.172254961,-0.343923806,0.042776565
0.301594151,-1.749489843,2.359868494,-0.824490749,-0.325192918,1.252997397,-0.678862702
0.552388762,-1.101288713,0.85240263,-1.125270257,0.121622323,-0.31854162,0.431181929
0.311268976,-1.722037707,1.645456901,-1.11272091,0.500014472,0.987685796,-1.759189046
0.368013091,-1.624671148,4.043668142,-0.887965491,0.121421927,1.7808844,-2.940461355
0.404507106,-1.240364352,1.129946206,-1.256139504,0.253481192,0.43142455,-0.344977307
0.869453025,-1.219749228,1.628866629,-1.995397594,-0.155319082,0.49578794,-1.378916601
0.720688867,-2.544615866,3.49286788,-2.495347754,0.480248032,-1.542319277,2.37400066
0.795559921,-1.51755269,0.020223585,-0.940531833,-0.103037897,-0.361679173,0.280435459
0.715037947,-2.820800481,3.245125987,-1.585173511,0.160059957,-0.30530173,-0.309918591
0.912452839,-1.825402939,1.639529492,-0.977078811,-0.427320874,-1.077162562,1.233611125
0.88688871,0.072256657,1.891492091,-1.595860603,-0.487328811,-0.780625286,1.417654715
0.856765288,-1.240331912,1.15803883,-2.140889383,0.006704349,0.493972038,-0.833061526
0.180136993,-3.034501749,1.353583273,-1.047992829,0.337885087,2.616448218,-3.472479734
0.677359339,-0.982274474,2.686908436,-0.298740698,-0.125945922,-0.610013694,0.204093815
0.401550302,-1.089605381,1.930977969,-0.947211905,0.208845351,0.344591952,-0.6907985
0.408179663,-1.404165237,2.29595451,-1.646806102,0.44875759,-0.010586818,0.205602238
0.512081415,-1.110359385,2.784228279,-1.521762718,-0.366661537,2.353975604,-2.788541395
0.810608727,-1.720173,1.712767841,-1.016422857,-0.34929882,-0.063529731,-0.284243957
0.558677274,-2.653505878,2.992539433,-1.361439497,0.030511817,-0.327094806,0.538859909
0.232007461,-1.605294318,2.100624076,-1.367445853,0.503585517,1.267575404,-1.669408991
0.761690653,-0.618464201,1.381348607,-0.540607685,-0.381783583,-0.243334104,-0.230601962
0.933458862,-0.62364989,-0.244828301,-1.393781697,-0.142054907,-1.96640393,2.698580177
0.912355306,-2.023818562,-0.606285916,-1.159223491,0.037959923,-1.634405338,1.805414692
0.363002344,-2.958666133,2.342165258,-0.692633506,-0.017275404,-0.022540694,0.424358519
0.756699219,-2.356322567,1.113773675,-1.790865093,0.137490913,0.299451404,-0.455620837
0.49587659,-2.538214732,1.862269724,-1.013144455,0.449600801,-0.115067686,0.052583415
0.84845479,-2.254431752,1.980374032,-1.387233985,-0.469982394,-0.703464456,1.350452635
0.659651549,-3.501592779,3.415989188,-0.661190001,-0.314468084,0.16006016,-0.565272956
0.207263779,-1.46603916,1.630421395,-1.123373257,0.148134564,1.399335969,-1.210341927
0.233421994,-1.773462267,2.365448932,-1.324858296,0.476591333,1.257842316,-1.447280186
0.417146614,-1.541093806,1.843048232,-1.244944346,0.29831854,0.045912082,0.249596518
0.451232551,-0.962847265,2.055334122,-1.085194802,0.055941809,-0.600560735,0.623086299
0.239539058,-0.734630758,1.875149003,-0.449392509,-0.131920405,1.228859583,-0.89912055
0.203276978,-2.386597512,2.112048599,-1.349178354,-0.119842308,2.704313876,-3.177076423
0.689088848,-1.641468294,1.438921231,-0.588732636,-0.272591535,-0.549574132,0.659636136
0.59616114,-1.6578363,2.669249553,-1.418935418,-0.114023101,-0.320291145,0.675547038
0.142400855,-0.376320522,0.962610042,-1.780377279,0.694464166,1.574497278,-1.493736789
0.925213914,-3.354092178,0.971741155,-1.574264877,-0.284244052,0.08035264,-0.180912338
0.586932252,-1.133273547,0.893523721,-1.045408003,-0.21519978,0.971301862,-1.174138975
0.453513959,-0.751364928,2.258755135,-1.121756267,-0.238554633,0.615914949,-0.73120348
0.230508658,-1.274144048,1.33783518,-0.54997625,0.354210443,1.141851626,-1.157627283
1.0525765,-1.922484985,1.656598688,-1.701787067,-0.10572966,-1.183992808,1.183182803
0.087395683,-1.909402056,1.761020463,-1.501620962,0.53165067,1.620553923,-1.874302905
0.926447206,-0.155935135,2.413469108,-1.449201555,0.164203964,-1.821721343,1.434924122
0.440484642,-2.984082263,4.129693066,-1.3459972,0.332416732,-0.446381959,0.47361343
0.220134753,-2.69450878,2.385065073,-0.965955758,0.41704736,1.702213837,-2.095425395
0.805098927,-2.44548205,1.028651949,-1.73993924,-0.338929567,0.328235046,-0.256298319
0.417336688,-0.948419906,3.195108004,-1.206183681,-0.481601187,0.85295485,-0.960804181
0.721342684,-2.11829935,2.285799803,-0.840564259,-0.24243824,-1.469719319,2.029908726
0.651042161,-2.651414074,1.907067252,-1.77504734,-0.164616663,1.28116132,-1.899690529
0.73359468,-0.18495025,0.42266502,-1.351364739,-0.26436527,0.014224099,-0.458244493
0.247009609,-1.844004043,2.209825538,-1.520367547,0.90781425,0.598170573,-0.892777167
0.770624885,-0.964370356,2.438330863,-1.276479131,0.212905619,-3.243542742,4.702341331
0.287535877,-2.524296134,1.78232138,-0.678919252,0.658200391,-1.636646626,2.945483655
0.121689129,-2.077637685,2.944446205,-0.887075409,0.074717896,1.53139424,-1.915071557
0.364215115,-2.414377803,1.830816294,-0.870600228,-0.015855238,1.048539892,-1.038933384
0.776727703,-2.612271118,1.486857318,-0.836220117,0.005205521,-2.278157353,2.757676325
0.457697712,-1.184256778,1.390735873,-1.100055036,0.289303607,-0.193033214,0.850080931
0.787808413,-0.654371403,1.443810605,-1.787778919,-0.214535746,-0.188110154,0.435175203
0.381699359,-2.65341727,3.62893436,-1.857396863,0.045465541,1.864528396,-2.323667216
0.636928581,-1.320822486,1.388952619,-0.79005432,-0.288796356,-0.024561786,-0.151296468
0.784563822,-0.773167944,1.234809605,-1.582712002,-0.331186185,0.428195261,-0.92534286
0.399672546,-1.636220292,1.589610862,-1.268172032,0.29433265,1.539001307,-2.080095378
0.10867723,-0.902919262,3.268272052,-1.073853393,0.470927948,0.59697851,-0.696876104
0.283490508,-3.029524365,3.059543217,-1.071644204,-0.025351246,1.701396066,-2.298960012
0.964505489,-1.72908625,1.781240451,-1.529808896,-0.514919363,-0.603022312,0.645270761
0.526808197,-2.294862608,2.962090321,-1.490408564,-0.069639024,0.821371848,-1.149284157
0.652157158,-1.912205706,0.820584197,-1.200372715,0.377303966,-0.18813877,-0.22117725
0.2628152,-0.636752754,1.439946974,-0.889573565,-0.039447821,0.891642568,-0.828710239
0.583902366,-2.909483942,2.41297092,-1.071426227,-0.146335536,0.159142224,-0.453413699
0.679298633,-2.036204565,1.80429348,-0.753347289,-0.233959042,-1.252229492,2.016187684
0.382021021,-1.141814515,0.4870586,-1.310267241,0.433579671,0.497663052,-0.406342012
0.747070406,-2.172405468,1.790600719,-1.155448929,-0.381476013,0.161649262,-0.342269315
0.472622532,-0.645366952,2.312125752,-1.213962081,-0.359270858,1.817586199,-1.821253431
0.606204079,-2.308101968,2.34714498,-1.329408307,0.156286306,-0.852090655,1.065059144
0.673596214,-4.236269829,5.498545713,-1.953893012,0.269847922,-1.139476351,1.169935103
1.079947903,-1.536324185,0.03766591,-1.228858598,-0.495026978,-1.881244731,2.192865033
0.484130207,-2.683177762,2.149593034,-1.568036559,-0.164684395,0.843134256,-0.982157828
0.631496739,-1.382960849,2.719536885,-1.189689266,0.214660584,-2.146171532,2.76408787
0.626477237,-2.427687305,2.567042148,-1.956981582,-0.23100882,0.376764675,-0.020819942
0.373301613,-2.107767696,1.963890976,-1.381644068,0.154051117,1.692127807,-2.121276285
0.433882726,-0.748265023,0.533271752,-1.52019377,-0.234060453,1.871560649,-1.759895922
0.608876593,-1.503894901,1.256234761,-1.102155883,-0.028272192,-0.98550046,1.208825464
0.896603476,-0.634772996,0.584028568,-0.807989338,-0.020517602,-2.639568818,2.676286431
0.466216245,-1.838412708,2.521082355,-1.264708274,0.629506455,-0.89899342,0.656818282
0.446534531,-2.764687761,3.321261381,-0.826843423,-0.028847451,-0.002165636,-0.501184695
0.517984621,-3.739340046,5.110503301,-1.326283235,0.19612846,-1.667787824,2.190026231
0.675624365,-0.989360571,-0.031061525,-1.592130611,-0.318328227,1.710693866,-2.368643111
0.629451736,-1.098554198,0.930106033,-1.127842749,-0.048820501,-1.248698068,2.140224087
0.407782028,-2.023421724,2.33382855,-0.933471824,0.562211551,-1.346135577,1.513483594
0.359289828,-2.96296406,3.21199024,-0.858847099,-0.117157083,1.11450579,-1.304786728
0.508431753,-2.726349184,3.370455782,-1.436906849,0.482428247,-0.847884734,0.770029614
0.555445545,-2.578001833,3.019109179,-0.999783887,0.234847298,-0.411662263,0.237589727
0.495684094,0.284412095,0.099206683,-1.089926393,-0.027030809,1.096927313,-0.689953227
-0.028033706,-1.489083626,2.766734631,-0.81826205,0.501752143,1.390143383,-1.500989369
